age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
64,Private,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5753,2616,44,China,<=50K
30,Private,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4424,2407,43,United-States,<=50K
51,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,4251,2512,33,Canada,<=50K
35,Private,11th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4228,1828,50,United-States,<=50K
29,Private,HS-grad,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,4229,3671,44,United-States,<=50K
34,Private,Some-college,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,5918,3211,37,United-States,<=50K
41,Private,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4179,3079,45,United-States,<=50K
35,Private,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5778,1622,38,United-States,<=50K
26,Private,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6860,1441,46,United-States,<=50K
54,Private,HS-grad,7,Married-civ-spouse,Transport-moving,Husband,White,Male,6735,3678,45,United-States,<=50K
52,Local-gov,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,6279,1732,47,United-States,<=50K
50,Self-emp-not-inc,HS-grad,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,5027,3050,41,United-States,<=50K
31,Private,Some-college,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,5968,1422,39,United-States,<=50K
38,Federal-gov,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,4985,2904,44,United-States,<=50K
30,Private,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,Male,4799,1414,46,United-States,<=50K
34,Local-gov,Bachelors,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,6674,3229,49,United-States,<=50K
31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4113,3848,38,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5645,2854,42,United-States,<=50K
54,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4075,1228,38,United-States,<=50K
38,Private,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,6307,1092,34,United-States,<=50K
39,Private,HS-grad,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5219,1679,49,United-States,<=50K
29,Private,Assoc-voc,9,Married-civ-spouse,Tech-support,Husband,White,Male,5940,1750,50,United-States,<=50K
45,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4299,1341,42,United-States,<=50K
34,Private,HS-grad,5,Married-civ-spouse,Transport-moving,Husband,White,Male,4298,3071,43,United-States,<=50K
38,Private,HS-grad,5,Married-civ-spouse,Craft-repair,Husband,White,Male,6246,3338,48,Poland,<=50K
39,Private,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,3960,3156,44,United-States,<=50K
61,Private,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,5183,1591,48,United-States,<=50K
43,Private,11th,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4754,1669,39,United-States,<=50K
35,Private,Some-college,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6682,3384,34,United-States,<=50K
46,Private,Some-college,8,Married-civ-spouse,Sales,Husband,White,Male,6651,2326,35,United-States,<=50K
38,Private,HS-grad,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4656,1364,43,United-States,<=50K
42,Self-emp-not-inc,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,5955,2707,45,United-States,<=50K
34,Private,Assoc-acdm,8,Married-civ-spouse,Tech-support,Husband,White,Male,4878,1289,31,United-States,<=50K
29,Private,7th-8th,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4737,2167,37,United-States,<=50K
32,Private,11th,12,Married-civ-spouse,Craft-repair,Husband,White,Male,6916,3703,41,United-States,<=50K
60,Private,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,4164,1467,39,United-States,<=50K
49,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6801,2449,42,United-States,<=50K
53,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,5791,2313,40,United-States,<=50K
56,Private,7th-8th,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6276,1855,38,United-States,<=50K
48,Private,11th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,5020,3220,41,United-States,<=50K
32,Federal-gov,Bachelors,6,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,6306,3673,43,Iran,<=50K
42,Self-emp-not-inc,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,6746,1506,37,United-States,<=50K
32,Private,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5176,1743,48,United-States,<=50K
28,Local-gov,Assoc-acdm,10,Married-civ-spouse,Protective-serv,Husband,White,Male,6399,2427,49,England,<=50K
26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4210,2658,35,United-States,<=50K
59,Private,Bachelors,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,6568,2660,44,United-States,<=50K
47,Self-emp-not-inc,Bachelors,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,6226,1016,37,United-States,<=50K
26,?,Bachelors,8,Married-civ-spouse,?,Husband,White,Male,4212,2980,35,United-States,<=50K
41,Private,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4094,2489,46,United-States,<=50K
36,Private,HS-grad,8,Married-civ-spouse,Craft-repair,Own-child,White,Female,6652,3713,31,United-States,<=50K
45,Private,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,4191,3377,30,United-States,<=50K
30,Private,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5822,1135,48,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4705,2670,35,United-States,<=50K
34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4089,1195,42,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4286,1197,33,United-States,<=50K
51,Private,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,6664,1278,47,United-States,<=50K
47,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Transport-moving,Husband,White,Male,6691,3424,42,United-States,<=50K
19,?,HS-grad,12,Never-married,?,Unmarried,White,Male,4521,3230,48,United-States,<=50K
30,Private,HS-grad,6,Never-married,Adm-clerical,Unmarried,White,Male,5094,1169,50,United-States,<=50K
20,Private,HS-grad,10,Never-married,Other-service,Unmarried,White,Male,4035,3329,38,United-States,<=50K
42,Federal-gov,Masters,8,Divorced,Adm-clerical,Not-in-family,White,Male,4003,1990,30,United-States,<=50K
31,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,5544,3681,38,United-States,<=50K
33,Private,Bachelors,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,4288,2423,30,United-States,<=50K
25,Private,Assoc-acdm,7,Never-married,Tech-support,Not-in-family,White,Female,5246,3208,45,United-States,<=50K
20,Private,HS-grad,5,Never-married,Other-service,Not-in-family,White,Male,5470,3115,37,United-States,<=50K
23,Private,HS-grad,12,Never-married,Adm-clerical,Own-child,Black,Male,5880,1584,34,United-States,<=50K
55,?,HS-grad,11,Separated,?,Not-in-family,Black,Female,5086,2851,44,United-States,<=50K
41,Self-emp-not-inc,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,5658,1930,37,United-States,<=50K
54,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,6006,3620,43,United-States,<=50K
25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,5055,2970,46,United-States,<=50K
19,Private,Some-college,8,Never-married,Adm-clerical,Own-child,White,Female,6084,1910,36,United-States,<=50K
24,Private,HS-grad,12,Never-married,Adm-clerical,Not-in-family,White,Female,4955,2836,42,United-States,<=50K
56,Federal-gov,Bachelors,7,Never-married,Transport-moving,Not-in-family,Black,Male,6130,3495,49,United-States,<=50K
21,Local-gov,Some-college,9,Never-married,Other-service,Not-in-family,White,Female,4392,2964,36,United-States,<=50K
34,Private,HS-grad,12,Never-married,Machine-op-inspct,Not-in-family,Black,Male,4348,3104,41,United-States,<=50K
19,Private,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Male,4919,3833,40,United-States,<=50K
21,?,Some-college,9,Never-married,?,Not-in-family,White,Male,4734,2118,30,United-States,<=50K
48,Private,HS-grad,10,Separated,Adm-clerical,Not-in-family,White,Female,6063,1340,34,United-States,<=50K
34,Private,Bachelors,11,Never-married,Other-service,Not-in-family,White,Male,6318,2222,48,United-States,<=50K
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,5191,3673,38,United-States,<=50K
36,Private,HS-grad,12,Never-married,Other-service,Not-in-family,Black,Female,6825,2294,44,United-States,<=50K
27,Private,HS-grad,6,Never-married,Other-service,Not-in-family,White,Male,5436,1349,32,United-States,<=50K
27,Private,Some-college,6,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,5392,3045,31,Philippines,<=50K
35,Private,Bachelors,10,Divorced,Sales,Not-in-family,White,Female,5276,2298,38,United-States,<=50K
31,Self-emp-not-inc,Bachelors,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,5639,3145,35,United-States,<=50K
27,Federal-gov,HS-grad,11,Never-married,Craft-repair,Not-in-family,Black,Male,5415,2104,47,United-States,<=50K
28,Local-gov,Assoc-acdm,8,Never-married,Adm-clerical,Not-in-family,White,Female,6931,2288,42,United-States,<=50K
42,Private,HS-grad,8,Divorced,Transport-moving,Not-in-family,White,Male,6750,3381,38,United-States,<=50K
44,Private,Some-college,12,Separated,Exec-managerial,Not-in-family,White,Male,6886,2217,43,England,<=50K
41,Private,Bachelors,5,Divorced,Sales,Not-in-family,White,Male,4683,3752,50,United-States,<=50K
28,Private,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Female,5138,1416,49,United-States,<=50K
41,Federal-gov,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,6134,2173,30,United-States,<=50K
35,Private,10th,5,Widowed,Other-service,Not-in-family,Black,Female,6771,1873,33,United-States,<=50K
58,Private,Masters,5,Divorced,Adm-clerical,Not-in-family,White,Female,5078,3793,32,United-States,<=50K
40,Private,HS-grad,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,5469,3747,49,United-States,<=50K
31,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,6157,2768,48,United-States,<=50K
30,Private,HS-grad,6,Never-married,Sales,Not-in-family,White,Female,4296,2496,30,United-States,<=50K
32,Private,Some-college,9,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,6364,3268,49,United-States,<=50K
25,Private,Some-college,11,Never-married,Adm-clerical,Not-in-family,White,Male,6055,2995,44,United-States,<=50K
34,Private,HS-grad,11,Never-married,Transport-moving,Own-child,White,Male,6036,1456,31,United-States,<=50K
56,Private,Some-college,12,Divorced,Exec-managerial,Not-in-family,White,Female,4915,981,36,United-States,<=50K
45,Private,HS-grad,7,Divorced,Other-service,Not-in-family,White,Male,4881,2816,50,United-States,<=50K
50,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,5027,3198,50,United-States,<=50K
27,Private,10th,12,Never-married,Sales,Other-relative,White,Male,4698,1988,46,United-States,<=50K
51,Private,Some-college,5,Married-civ-spouse,Sales,Husband,White,Male,6568,1594,45,United-States,>50K
40,Private,Assoc-acdm,7,Married-civ-spouse,Tech-support,Husband,White,Male,5186,2118,43,United-States,>50K
41,Private,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5952,3378,50,United-States,>50K
49,Private,Masters,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6132,3714,44,United-States,>50K
37,Private,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6471,3799,31,United-States,>50K
36,Self-emp-inc,Bachelors,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,6854,1538,43,United-States,>50K
35,Private,Prof-school,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,4419,2880,35,United-States,>50K
29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,4786,1784,37,United-States,>50K
50,Private,Bachelors,7,Married-civ-spouse,Prof-specialty,Wife,White,Female,5473,3084,50,United-States,>50K
46,Private,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,6229,1244,36,United-States,>50K
44,Self-emp-not-inc,HS-grad,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,4260,1109,43,United-States,>50K
42,Local-gov,Masters,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,6829,2138,39,United-States,>50K
38,Federal-gov,Prof-school,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,6792,1023,37,United-States,>50K
45,Private,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,5671,1358,35,United-States,>50K
43,Local-gov,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6717,1129,47,United-States,>50K
47,Self-emp-inc,Prof-school,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,5939,989,32,United-States,>50K
58,Self-emp-inc,Prof-school,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,6592,3711,42,United-States,>50K
48,Private,Prof-school,5,Married-civ-spouse,Tech-support,Husband,White,Male,5363,3043,47,United-States,>50K
42,Local-gov,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4629,2390,32,United-States,>50K
55,Private,Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,5608,1418,49,United-States,>50K
51,Private,10th,11,Married-civ-spouse,Sales,Husband,White,Male,4913,2023,43,United-States,>50K
32,Private,Masters,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,6330,1677,48,United-States,>50K
45,Local-gov,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,6201,1295,35,United-States,>50K
56,Private,Masters,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6691,2872,49,United-States,>50K
38,Private,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5539,2889,39,United-States,>50K
45,Private,Assoc-voc,9,Married-civ-spouse,Sales,Husband,White,Male,4775,2429,30,United-States,>50K
49,Private,Masters,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,6736,3287,48,United-States,>50K
36,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,6784,1683,46,United-States,>50K
49,Private,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5014,1545,39,United-States,>50K
30,Private,Doctorate,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4262,3617,35,China,>50K
42,Self-emp-inc,Prof-school,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,5432,1654,47,United-States,>50K
55,Private,Masters,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,5720,2880,39,United-States,>50K
34,Private,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,6081,1757,48,United-States,>50K
54,Private,Doctorate,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5541,1425,34,United-States,>50K
42,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5723,1868,49,United-States,>50K
25,Local-gov,Bachelors,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,5512,2890,34,United-States,>50K
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6148,2581,37,United-States,>50K
58,State-gov,Masters,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,5605,2180,30,United-States,>50K
62,Private,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Male,6035,2142,37,United-States,>50K
43,Self-emp-inc,Prof-school,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,4661,2538,38,United-States,>50K
57,Local-gov,Masters,8,Married-civ-spouse,Prof-specialty,Wife,Black,Female,6412,1671,38,United-States,>50K
42,Self-emp-inc,Doctorate,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,5820,981,36,United-States,>50K
63,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4134,1708,44,China,>50K
47,Self-emp-not-inc,Prof-school,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,4989,1764,50,United-States,>50K
37,Private,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,6836,2072,30,United-States,>50K
40,Private,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,5907,3811,49,United-States,>50K
43,Private,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,6448,2455,34,United-States,>50K
43,State-gov,Prof-school,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,4564,1388,33,United-States,>50K
41,Self-emp-not-inc,Prof-school,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,5811,3206,46,United-States,>50K
32,Private,Prof-school,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4164,2734,32,United-States,>50K
47,Private,Bachelors,8,Married-civ-spouse,Sales,Husband,White,Male,4853,2336,48,United-States,>50K
39,Federal-gov,Some-college,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5184,2681,36,United-States,>50K
53,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5600,2606,48,United-States,>50K
34,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6852,1987,43,United-States,>50K
36,Private,Bachelors,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,6583,2913,45,United-States,>50K
47,Local-gov,Masters,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,4742,2177,36,United-States,>50K
52,Private,Assoc-voc,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,6331,1963,35,United-States,>50K
40,Self-emp-not-inc,Prof-school,11,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,4103,3398,32,United-States,>50K
42,Self-emp-inc,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4828,2536,42,United-States,>50K
51,Private,Masters,12,Married-civ-spouse,Protective-serv,Husband,White,Male,6835,2248,38,United-States,>50K
55,Private,Masters,6,Married-civ-spouse,Tech-support,Husband,White,Male,6398,2813,48,United-States,>50K
38,Private,HS-grad,6,Married-civ-spouse,Sales,Husband,White,Male,6113,2718,30,United-States,>50K
52,Private,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,5529,1519,36,United-States,>50K
60,Federal-gov,HS-grad,12,Married-civ-spouse,Tech-support,Husband,White,Male,5323,2833,40,United-States,>50K
